School_code,AgeID,School_name,Town_suburb,Postcode,Phone,School_Email,Website,Fax,latest_year_enrolment_FTE,Indigenous_pct,LBOTE_pct,ICSEA_value,Level_of_schooling,Selective_school,Opportunity_class,School_specialty_type,School_subtype,Support_classes,School_gender,Latitude,Longitude
8142,50490,Wagga Wagga High School,Wagga Wagga ,2650,6925 3611,waggawagga-h.school@det.nsw.edu.au,https://waggawagga-h.schools.nsw.gov.au,6925 5150,959.4,10,15,958,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-35.124438,147.364366
3330,50492,Wagga Wagga Public School,Wagga Wagga ,2650,6921 3398,waggawagga-p.school@det.nsw.edu.au,https://waggawagga-p.schools.nsw.gov.au,6921 8745,410,9,13,1013,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-35.10783,147.365841
3833,44923,Wahroonga Public School,Wahroonga ,2076,9489 3086,wahroonga-p.school@det.nsw.edu.au,https://wahroonga-p.schools.nsw.gov.au,9489 7322,639,np,44,1165,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.715583,151.128476
5631,56291,Wairoa School,Bondi Beach ,2026,9300 9579,wairoa-s.school@det.nsw.edu.au,https://wairoa-s.schools.nsw.gov.au,9130 4867,70,17,61,1027,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,Coed,-33.886632,151.278496
3334,47668,Waitara Public School,WAHROONGA,2076,9489 3105,waitara-p.school@det.nsw.edu.au,https://waitara-p.schools.nsw.gov.au,9489 7130,1031,0,91,1157,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,Coed,-33.708119,151.111586
5582,57887,Wakefield School,Wakefield ,2278,4953 4072,wakefield-s.school@det.nsw.edu.au,https://wakefield-s.schools.nsw.gov.au,4953 4082,35,51,,780,Schools for Specific Purposes,Not Selective,N,Comprehensive,Behaviour Disorder,,Coed,-32.956712,151.56443
4368,47680,Wakehurst Public School,Belrose ,2085,9451 1812,wakehurst-p.school@det.nsw.edu.au,https://wakehurst-p.schools.nsw.gov.au,9975 4629,402,0,18,1120,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.738527,151.218101
3336,50630,Wakool Burraboi Public School,Wakool,2710,03 5887 1126,wakool-p.school@det.nsw.edu.au,https://wakool-p.schools.nsw.gov.au,03 5887 1291,8,np,0,896,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-35.46632,144.393127
3338,50457,Walbundrie Public School,WALBUNDRIE,2642,6029 9004,walbundrie-p.school@det.nsw.edu.au,https://walbundrie-p.schools.nsw.gov.au,6029 9002,24,0,0,1013,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-35.687427,146.726779
3340,46439,Walcha Central School,Walcha ,2354,6777 2777,walcha-c.school@det.nsw.edu.au,https://walcha-c.schools.nsw.gov.au,6777 1009,254.4,23,7,930,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,Coed,-30.981805,151.604194
8475,46411,Walgett Community College - High School,Walgett ,2832,6828 1022,walgett-h.school@det.nsw.edu.au,https://walgett-h.schools.nsw.gov.au,6828 1994,104,96,np,704,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-30.027113,148.118967
3342,51057,Walgett Community College - Primary School,Walgett ,2832,6828 1077,walgett-p.school@det.nsw.edu.au,https://walgett-h.schools.nsw.gov.au,6828 1939,113,96,np,667,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.020291,148.11566
3343,49366,Walhallow Public School,CAROONA,2343,6747 4717,walhallow-p.school@det.nsw.edu.au,https://walhallow-p.schools.nsw.gov.au,6747 4800,18,94,0,646,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.39507,150.426226
3352,50512,Walla Walla Public School,Walla Walla ,2659,6029 2253,wallawalla-p.school@det.nsw.edu.au,https://wallawalla-p.schools.nsw.gov.au,6029 2162,33,np,0,964,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-35.757961,146.900625
3345,49367,Wallabadah Public School,Wallabadah,2343,02 67 465 512,wallabadah-p.school@det.nsw.edu.au,https://wallabadah-p.schools.nsw.gov.au,02 67 465 700,29,21,np,931,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.541044,150.828256
3346,50721,Wallacia Public School,Wallacia,2745,4773 8433,wallacia-p.school@det.nsw.edu.au,https://wallacia-p.schools.nsw.gov.au,4773 9050,66,12,25,960,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.862695,150.641613
3353,50288,Wallendbeen Public School,Wallendbeen ,2588,6943 2568,wallendbee-p.school@det.nsw.edu.au,https://wallendbee-p.schools.nsw.gov.au,6943 2654,4,np,0,,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.52524,148.159228
3354,51068,Wallerawang Public School,Wallerawang ,2845,6355 1210,wallerawan-p.school@det.nsw.edu.au,https://wallerawan-p.schools.nsw.gov.au,,223,25,5,904,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.41768,150.069793
3357,49030,Wallsend Public School,WALLSEND,2287,4955 9415,wallsend-p.school@det.nsw.edu.au,https://wallsend-p.schools.nsw.gov.au,4955 8298,260,13,17,947,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.908099,151.671582
3851,49032,Wallsend South Public School,Wallsend ,2287,4955 9963,wallsends-p.school@det.nsw.edu.au,https://wallsends-p.schools.nsw.gov.au,4950 2179,557,6,19,1085,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.920075,151.675241
4310,55108,Walters Road Public School,Blacktown ,2148,9672 2333,waltersrd-p.school@det.nsw.edu.au,https://waltersrd-p.schools.nsw.gov.au,9831 6249,561,4,62,992,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.784758,150.892148
5681,64091,Wambangalang Environmental Education Centre,Dubbo ,2830,6887 7209,wambangala-e.school@det.nsw.edu.au,https://wambangala-e.schools.nsw.gov.au,6887 7237,,,,,Environmental Education Centre,Not Selective,N,Comprehensive,Environmental Education Centre (formerly Field Studies Centres),,Coed,-32.48798,148.554792
4522,48724,Wamberal Public School,Wamberal ,2260,4384 1111,wamberal-p.school@det.nsw.edu.au,https://wamberal-p.schools.nsw.gov.au,4385 2478,619,7,9,1049,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.412197,151.448258
3364,50617,Wamoon Public School,Wamoon,2705,6955 9492,wamoon-p.school@det.nsw.edu.au,https://wamoon-p.schools.nsw.gov.au,6955 9506,33,48,0,801,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.526015,146.330876
3365,51064,Wanaaring Public School,Wanaaring ,2840,6874 7769,wanaaring-p.school@det.nsw.edu.au,https://wanaaring-p.schools.nsw.gov.au,6874 7713,12,58,0,781,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-29.705267,144.145456
5568,46396,Wangee Park School,Campsie,2194,9787 1156,wangeepark-s.school@det.nsw.edu.au,https://wangeepark-s.schools.nsw.gov.au,9787 1218,48,np,74,1008,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,Coed,-33.908248,151.095881
3373,48738,Wangi Wangi Public School,Wangi Wangi ,2267,4975 1312,wangiwangi-p.school@det.nsw.edu.au,https://wangiwangi-p.schools.nsw.gov.au,4975 4238,146,14,9,971,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.072298,151.582994
3960,49993,Waniora Public School,Bulli ,2516,4284 3318,waniora-p.school@det.nsw.edu.au,https://waniora-p.schools.nsw.gov.au,4284 9137,285,5,11,1068,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.336784,150.919146
3377,44644,Waratah Public School,WARATAH,2298,4960 1836,waratah-p.school@det.nsw.edu.au,https://waratah-p.schools.nsw.gov.au,,340,16,12,986,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.905046,151.722576
3932,45544,Waratah West Public School,Waratah West ,2298,4968 1765,waratahwst-p.school@det.nsw.edu.au,https://waratahwst-p.schools.nsw.gov.au,4960 1706,89,30,20,907,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.897979,151.716258
3378,49769,Wardell Public School,Wardell ,2477,6683 4196,wardell-p.school@det.nsw.edu.au,https://wardell-p.schools.nsw.gov.au,6683 4563,33,np,np,930,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.950252,153.468779
8519,49504,Warialda High School,Warialda ,2402,6729 1000,warialda-h.school@det.nsw.edu.au,https://warialda-h.schools.nsw.gov.au,6729 1760,165.6,20,np,914,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-29.547875,150.574806
3382,49505,Warialda Public School,Warialda ,2402,6729 1131,warialda-p.school@det.nsw.edu.au,https://warialda-p.schools.nsw.gov.au,6729 1190,230,13,np,944,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-29.541831,150.573638
8418,46503,Warilla High School,Barrack Heights ,2528,4296 3055,warilla-h.school@det.nsw.edu.au,https://warilla-h.schools.nsw.gov.au,4297 2817,1209,8,18,965,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-34.563813,150.857991
4333,50030,Warilla North Public School,Warilla ,2528,4295 1657,warillanth-p.school@det.nsw.edu.au,https://warillanth-p.schools.nsw.gov.au,4296 8851,128,27,6,850,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.546621,150.85283
4005,50031,Warilla Public School,Warilla ,2528,4295 1867,warilla-p.school@det.nsw.edu.au,https://warilla-p.schools.nsw.gov.au,4296 2417,282,18,8,915,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.557172,150.854194
8440,48961,Warners Bay High School,Warners Bay ,2282,4954 9488,warnersbay-h.school@det.nsw.edu.au,https://warnersbay-h.schools.nsw.gov.au,4956 5297,1297.2,4,6,1044,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-32.967703,151.653691
3384,48962,Warners Bay Public School,WARNERS BAY,2282,4948 8129,warnersbay-p.school@det.nsw.edu.au,https://warnersbay-p.schools.nsw.gov.au,4947 1427,420,8,6,1025,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.979971,151.648614
4117,48716,Warnervale Public School,Hamlyn Terrace,2259,4392 1358,warnervale-p.school@det.nsw.edu.au,https://warnervale-p.schools.nsw.gov.au,4393 1647,559,15,15,965,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.251778,151.469227
3744,45440,Warragamba Public School,WARRAGAMBA,2752,4774 1205,warragamba-p.school@det.nsw.edu.au,https://warragamba-p.schools.nsw.gov.au,4774 2475,398,8,10,960,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.890924,150.60539
3390,45900,Warrawee Public School,Turramurra,2074,9144 2637,warrawee-p.school@det.nsw.edu.au,https://warrawee-p.schools.nsw.gov.au,9983 9340,720,np,50,1172,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.729484,151.121236
8480,46370,Warrawong High School,Warrawong ,2502,4274 0707,warrawong-h.school@det.nsw.edu.au,https://warrawong-h.schools.nsw.gov.au,4276 2836,532,13,42,899,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-34.480163,150.875178
3104,49955,Warrawong Public School,WARRAWONG,2502,4274 1399,warrawong-p.school@det.nsw.edu.au,https://warrawong-p.schools.nsw.gov.au,4276 2789,269,22,33,865,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.481367,150.877847
3392,46460,Warren Central School,WARREN,2824,6847 4438,warren-c.school@det.nsw.edu.au,https://warren-c.schools.nsw.gov.au,6847 4419,249,46,4,841,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,Coed,-31.705114,147.836503
4195,50841,Warrimoo Public School,Warrimoo ,2774,4753 6182,warrimoo-p.school@det.nsw.edu.au,https://warrimoo-p.schools.nsw.gov.au,4753 6898,165,7,7,1083,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.728056,150.600217
5732,64092,Warrumbungle National Park Environmental Education Centre,Coonabarabran ,2357,6825 4302,warrumbung-e.school@det.nsw.edu.au,https://warrumbung-e.schools.nsw.gov.au,6825 4304,,,,,Environmental Education Centre,Not Selective,N,Comprehensive,Environmental Education Centre (formerly Field Studies Centres),,Coed,-31.25459,148.981077
3678,48544,Warwick Farm Public School,Warwick Farm,2170,9602 8260,warwickfar-p.school@det.nsw.edu.au,https://warwickfar-p.schools.nsw.gov.au,9822 5156,210,4,77,968,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.909642,150.929409
3396,48668,Waterfall Public School,Waterfall ,2233,9520 9638,waterfall-p.school@det.nsw.edu.au,https://waterfall-p.schools.nsw.gov.au,9548 1238,16,np,np,1030,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.137598,150.995977
4059,48581,Wattawa Heights Public School,Bankstown ,2200,9790 3948,wattawahts-p.school@det.nsw.edu.au,https://wattawahts-p.schools.nsw.gov.au,9790 0985,220,np,93,926,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.914921,151.012095
3402,50991,Wattle Flat Public School,Wattle Flat ,2795,6337 7088,wattleflat-p.school@det.nsw.edu.au,https://wattleflat-p.schools.nsw.gov.au,6337 7037,24,np,0,904,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.141545,149.692677
3871,56646,Wattle Grove Public School,Wattle Grove ,2173,9731 1355,wattlegrov-p.school@det.nsw.edu.au,https://wattlegrov-p.schools.nsw.gov.au,9731 1377,558,5,34,1030,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.958654,150.937482
8173,46365,Wauchope High School,Wauchope ,2446,6585 1400,wauchope-h.school@det.nsw.edu.au,https://wauchope-h.schools.nsw.gov.au,6585 2445,462,21,3,905,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-31.450894,152.731158
3404,49647,Wauchope Public School,Wauchope ,2446,6585 2277,wauchope-p.school@det.nsw.edu.au,https://wauchope-p.schools.nsw.gov.au,6585 2449,636,26,2,913,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.455935,152.729534
3953,45823,Waverley Public School,Waverley ,2024,9389 4843,waverley-p.school@det.nsw.edu.au,https://waverley-p.schools.nsw.gov.au,9369 4273,349,np,32,1151,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.898174,151.251539
3412,50278,Wee Jasper Public School,Wee Jasper ,2582,6227 9652,weejasper-p.school@det.nsw.edu.au,https://weejasper-p.schools.nsw.gov.au,6227 9617,6,0,0,,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-35.108785,148.673792
8270,56292,Wee Waa High School,Wee Waa ,2388,6795 4477,weewaa-h.school@det.nsw.edu.au,https://weewaa-h.schools.nsw.gov.au,6795 3005,131.4,42,np,843,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-30.219777,149.457028
3416,46412,Wee Waa Public School,WEE WAA,2388,6795 4284,weewaa-p.school@det.nsw.edu.au,https://weewaa-p.schools.nsw.gov.au,6795 3098,93,60,np,759,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.223621,149.442587
3415,50535,Weethalle Public School,Weethalle ,2669,6975 6154,weethalle-p.school@det.nsw.edu.au,https://weethalle-p.schools.nsw.gov.au,6975 6202,19,32,0,854,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.880024,146.619256
4305,51061,Weilmoringle Public School,Weilmoringle ,2839,6874 4941,weilmoring-p.school@det.nsw.edu.au,https://weilmoring-p.schools.nsw.gov.au,6874 4896,6,100,100,622,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-29.238786,146.918094
8197,46456,Wellington High School,Wellington ,2820,6845 2344,wellington-h.school@det.nsw.edu.au,https://wellington-h.schools.nsw.gov.au,6845 1380,305.7,61,3,800,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-32.546677,148.947815
3420,51031,Wellington Public School,Wellington ,2820,6845 4080,wellington-p.school@det.nsw.edu.au,https://wellington-p.schools.nsw.gov.au,6845 2843,425,60,3,803,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.556883,148.943374
3422,50869,Wentworth Falls Public School,Wentworth Falls ,2782,4757 1604,wentwthfal-p.school@det.nsw.edu.au,https://wentwthfal-p.schools.nsw.gov.au,4757 3927,376,4,13,1074,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,Coed,-33.714112,150.373525
4662,85545,Wentworth Point Public School,WENTWORTH POINT,2127,02 9748 6260,wentworthp-p.school@det.nsw.edu.au,https://wentworthpointpublic.schools.nsw.gov.au,,601,np,89,1089,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.823709,151.080113
3421,50474,Wentworth Public School,WENTWORTH,2648,03 5027 3146,wentworth-p.school@det.nsw.edu.au,https://wentworth-p.schools.nsw.gov.au,03 5027 3778,108,54,6,806,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.103249,141.918751
3423,47813,Wentworthville Public School,WENTWORTHVILLE,2145,9631 8529,wentwthvil-p.school@det.nsw.edu.au,https://wentwthvil-p.schools.nsw.gov.au,9896 3079,789,1,95,1098,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.814004,150.968613
4541,50776,Werrington County Public School,Werrington ,2747,9673 2100,werringcty-p.school@det.nsw.edu.au,https://werringcty-p.schools.nsw.gov.au,9623 1337,360,15,13,953,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.74513,150.747554
4473,50777,Werrington Public School,Werrington ,2747,9623 7077,werrington-p.school@det.nsw.edu.au,https://werrington-p.schools.nsw.gov.au,9623 1339,480,13,34,949,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.755125,150.745293
3425,49360,Werris Creek Public School,WERRIS CREEK,2341,6768 7065,werriscrk-p.school@det.nsw.edu.au,https://werriscrk-p.schools.nsw.gov.au,6768 7732,88,42,np,846,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.348938,150.651466
2858,47764,West Pennant Hills Public School,West Pennant Hills ,2125,9484 7400,westpenhil-p.school@det.nsw.edu.au,https://westpenhil-p.schools.nsw.gov.au,9980 6424,583,1,39,1134,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.746075,151.050491
4283,45496,West Pymble Public School,West Pymble ,2073,9144 7584,westpymble-p.school@det.nsw.edu.au,https://westpymble-p.schools.nsw.gov.au,9988 3875,306,0,35,1159,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.763937,151.124401
3023,47743,West Ryde Public School,West Ryde ,2114,9874 2515,westryde-p.school@det.nsw.edu.au,https://westryde-p.schools.nsw.gov.au,9804 7731,592,0,85,1124,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.808363,151.085097
8411,46442,West Wallsend High School,WEST WALLSEND,2286,4953 2111,westwalls-h.school@det.nsw.edu.au,https://westwalls-h.schools.nsw.gov.au,4953 1886,646,16,5,936,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-32.910565,151.581083
3358,49017,West Wallsend Public School,West Wallsend ,2286,4953 2930,westwalls-p.school@det.nsw.edu.au,https://westwalls-p.schools.nsw.gov.au,4953 3131,256,19,np,940,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.904606,151.580707
8392,50537,West Wyalong High School,West Wyalong ,2671,6972 2700,westwyalon-h.school@det.nsw.edu.au,https://westwyalon-h.schools.nsw.gov.au,6972 2236,264,17,8,938,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.915793,147.202014
3519,50538,West Wyalong Public School,West Wyalong ,2671,6972 2157,westwyalon-p.school@det.nsw.edu.au,https://westwyalon-p.schools.nsw.gov.au,6972 2818,199,14,6,953,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.918502,147.204056
3428,49358,Westdale Public School,Westdale ,2340,6760 7219,westdale-p.school@det.nsw.edu.au,https://westdale-p.schools.nsw.gov.au,6760 7469,444,43,8,872,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.093714,150.873927
8384,48161,Westfields Sports High School,FAIRFIELD WEST,2165,9604 3333,westfields-h.school@det.nsw.edu.au,https://westfields-h.schools.nsw.gov.au,9725 4898,1490.4,4,66,967,Secondary School,Not Selective,N,Sports,Year 7 to Year 12,,Coed,-33.866933,150.920432
5238,49717,Westlawn Public School,Grafton ,2460,6642 7466,westlawn-p.school@det.nsw.edu.au,https://westlawn-p.schools.nsw.gov.au,6643 1679,527,16,2,953,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-29.670687,152.929873
3883,47814,Westmead Public School,Westmead,2145,9635 7793,westmead-p.school@det.nsw.edu.au,https://westmead-p.schools.nsw.gov.au,,1065,1,97,1132,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.810171,150.985291
3431,49301,Weston Public School,WESTON,2326,4937 1318,weston-p.school@det.nsw.edu.au,https://weston-p.schools.nsw.gov.au,4936 1210,252,25,5,880,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.809043,151.461023
4411,49642,Westport Public School,Port Macquarie ,2444,6583 2944,westport-p.school@det.nsw.edu.au,https://westport-p.schools.nsw.gov.au,6583 4809,419,28,5,876,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.437349,152.893038
5653,56282,Wewak Street School,North Albury,2640,6040 6284,wewakst-s.school@det.nsw.edu.au,https://wewakst-s.schools.nsw.gov.au,6040 2320,64,19,np,874,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,Coed,-36.058451,146.929575
4378,50827,Whalan Public School,Whalan ,2770,9625 9437,whalan-p.school@det.nsw.edu.au,https://whalan-p.schools.nsw.gov.au,9832 2452,328,30,39,877,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.752917,150.809664
4249,47700,Wheeler Heights Public School,Collaroy Plateau ,2097,9971 8352,wheelerhts-p.school@det.nsw.edu.au,https://wheelerhts-p.schools.nsw.gov.au,9982 5617,462,2,16,1093,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.72779,151.284764
2980,49849,Whian Whian Public School,Whian Whian ,2480,6689 5240,whianwhian-p.school@det.nsw.edu.au,https://whianwhian-p.schools.nsw.gov.au,6689 5041,10,0,np,1041,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.638212,153.314317
3435,51060,White Cliffs Public School,White Cliffs ,2836,08 8091 6601,whitecliff-p.school@det.nsw.edu.au,https://whitecliff-p.schools.nsw.gov.au,08 8091 6773,24,np,0,959,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.850852,143.090278
8390,49093,Whitebridge High School,Whitebridge ,2290,4943 3966,whitebridg-h.school@det.nsw.edu.au,https://whitebridg-h.schools.nsw.gov.au,4942 2568,898.8,7,9,1024,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-32.972025,151.712234
3438,50618,Whitton-Murrami Public School,Whitton ,2705,6955 2631,whitton-p.school@det.nsw.edu.au,https://whitton-p.schools.nsw.gov.au,6955 2806,34,41,0,831,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.518934,146.181248
3439,49758,Wiangaree Public School,WIANGAREE,2474,6636 2163,wiangaree-p.school@det.nsw.edu.au,https://wiangaree-p.schools.nsw.gov.au,6636 2129,22,np,np,915,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.511356,152.965535
4474,47815,Widemere Public School,Greystanes ,2145,9604 9818,widemere-p.school@det.nsw.edu.au,https://widemere-p.schools.nsw.gov.au,9725 5373,213,np,47,1036,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.834174,150.939897
4433,47677,Wideview Public School,Berowra Heights,2082,9456 1655,wideview-p.school@det.nsw.edu.au,https://wideview-p.schools.nsw.gov.au,9456 2981,354,np,19,1105,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.608499,151.14151
3441,50751,Wilberforce Public School,Wilberforce ,2756,4575 1424,wilberforc-p.school@det.nsw.edu.au,https://wilberforc-p.schools.nsw.gov.au,4575 1096,338,6,5,1002,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.558704,150.839763
3442,46486,Wilcannia Central School,Wilcannia ,2836,08 8091 5801,wilcannia-c.school@det.nsw.edu.au,https://wilcannia-c.schools.nsw.gov.au,08 8091 5026,74,100,77,640,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,Coed,-31.558478,143.37591
8888,46338,Wiley Park Girls High School,Punchbowl ,2196,9759 5849,wileyparkg-h.school@det.nsw.edu.au,https://wileyparkg-h.schools.nsw.gov.au,9740 4251,542.9,np,96,939,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Girls,-33.924357,151.066545
4553,55123,Wiley Park Public School,Wiley Park ,2195,9750 0144,wileypark-p.school@det.nsw.edu.au,https://wileypark-p.schools.nsw.gov.au,9740 4391,539,0,99,988,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.924753,151.068761
4543,56293,Wilkins Public School,Marrickville ,2204,9560 3309,wilkins-p.school@det.nsw.edu.au,https://wilkins-p.schools.nsw.gov.au,9560 5820,516,2,44,1122,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,Coed,-33.901967,151.155086
5550,56294,Willans Hill School,Wagga Wagga ,2650,6925 1076,willanshil-s.school@det.nsw.edu.au,https://willanshil-s.schools.nsw.gov.au,6925 3871,66,14,23,934,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,Coed,-35.126266,147.369416
3445,49629,Willawarrin Public School,Willawarrin,2440,02 6567 1231,willawarri-p.school@det.nsw.edu.au,https://willawarri-p.schools.nsw.gov.au,6567 1489,29,28,21,896,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.925714,152.625518
4602,54673,William Bayldon Public School,Sawtell ,2452,6658 2676,bayldon-p.school@det.nsw.edu.au,https://bayldon-p.schools.nsw.gov.au,6658 2664,175,46,np,825,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.363714,153.080348
4576,54985,William Dean Public School,Dean Park ,2761,9626 5200,williamdea-p.school@det.nsw.edu.au,https://williamdea-p.schools.nsw.gov.au,9837 1151,339,4,50,994,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.734259,150.858693
5614,58047,William Rose School,Seven Hills ,2147,9838 4893,Williamros-s.school@det.nsw.edu.au,https://williamros-s.schools.nsw.gov.au,9838 4873,83,7,71,981,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,Coed,-33.769095,150.937493
4563,56295,William Stimson Public School,Wetherill Park ,2164,9604 3822,wilstimson-p.school@det.nsw.edu.au,https://wilstimson-p.schools.nsw.gov.au,9609 5497,522,np,82,977,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.854623,150.905782
